Log Date and Time Mon, 26 May 2008 04:15:29
Ambient Kiln Date Date2Num

(9643, '86.67', '1760.04', 'Sun, 25 May 2008 18:16:36', '733187.76153904700')
(9644, '86.67', '1758.61', 'Sun, 25 May 2008 18:16:39', '733187.76157386508')
(9645, '86.67', '1758.61', 'Sun, 25 May 2008 18:16:42', '733187.76160867070')
(9646, '86.67', '1758.61', 'Sun, 25 May 2008 18:16:45', '733187.76164329273')
(9647, '86.67', '1759.32', 'Sun, 25 May 2008 18:16:48', '733187.76167810929')
(9648, '86.67', '1762.18', 'Sun, 25 May 2008 18:16:51', '733187.76171273179')
(9649, '86.67', '1765.74', 'Sun, 25 May 2008 18:16:54', '733187.76174754859')
(9650, '86.45', '1767.67', 'Sun, 25 May 2008 18:16:57', '733187.76178217074')
(9651, '86.45', '1769.11', 'Sun, 25 May 2008 18:17:00', '733187.76181698812')
(9652, '86.45', '1770.53', 'Sun, 25 May 2008 18:17:03', '733187.76185160968')
(9653, '86.45', '1771.97', 'Sun, 25 May 2008 18:17:06', '733187.76188642741')
(9654, '86.45', '1771.97', 'Sun, 25 May 2008 18:17:09', '733187.76192104875')
(9655, '86.45', '1771.97', 'Sun, 25 May 2008 18:17:12', '733187.76195586636')
(9656, '86.45', '1771.97', 'Sun, 25 May 2008 18:17:15', '733187.76199048804')
(9657, '86.45', '1773.39', 'Sun, 25 May 2008 18:17:18', '733187.76202530519')
(9658, '86.45', '1777.69', 'Sun, 25 May 2008 18:17:21', '733187.76205992757')
(9659, '86.45', '1779.12', 'Sun, 25 May 2008 18:17:24', '733187.76209474425')
(9660, '86.22', '1780.30', 'Sun, 25 May 2008 18:17:27', '733187.76212936663')
(9661, '86.22', '1778.88', 'Sun, 25 May 2008 18:17:30', '733187.76216418343')
(9662, '86.22', '1776.72', 'Sun, 25 May 2008 18:17:33', '733187.76219880499')
(9663, '86.45', '1775.53', 'Sun, 25 May 2008 18:17:36', '733187.76223361108')
(9664, '86.22', '1771.72', 'Sun, 25 May 2008 18:17:39', '733187.76226824406')
(9665, '86.22', '1770.30', 'Sun, 25 May 2008 18:17:42', '733187.76230305003')
(9666, '86.22', '1768.14', 'Sun, 25 May 2008 18:17:45', '733187.76233768312')
(9667, '86.22', '1768.86', 'Sun, 25 May 2008 18:17:48', '733187.76237248885')
(9668, '86.22', '1768.14', 'Sun, 25 May 2008 18:17:51', '733187.76240712276')
(9669, '86.22', '1765.99', 'Sun, 25 May 2008 18:17:54', '733187.76244192803')
(9670, '86.22', '1765.27', 'Sun, 25 May 2008 18:17:57', '733187.76247656171')
(9671, '86.22', '1763.85', 'Sun, 25 May 2008 18:18:00', '733187.76251136744')
(9672, '86.22', '1762.43', 'Sun, 25 May 2008 18:18:03', '733187.76254600054')
(9673, '86.00', '1759.35', 'Sun, 25 May 2008 18:18:06', '733187.76258080674')
(9674, '86.00', '1760.05', 'Sun, 25 May 2008 18:18:09', '733187.76261562493')
(9675, '86.00', '1760.77', 'Sun, 25 May 2008 18:18:12', '733187.76265024592')
(9676, '86.00', '1760.77', 'Sun, 25 May 2008 18:18:15', '733187.76268506411')
(9677, '86.00', '1760.77', 'Sun, 25 May 2008 18:18:18', '733187.76271968416')
(9678, '86.00', '1759.35', 'Sun, 25 May 2008 18:18:21', '733187.76275450317')
(9679, '86.00', '1757.21', 'Sun, 25 May 2008 18:18:24', '733187.76278912323')
(9680, '86.00', '1756.49', 'Sun, 25 May 2008 18:18:27', '733187.76282394223')
(9681, '86.00', '1755.07', 'Sun, 25 May 2008 18:18:30', '733187.76285856229')
(9682, '86.00', '1753.63', 'Sun, 25 May 2008 18:18:33', '733187.76289338095')
(9683, '85.77', '1751.25', 'Sun, 25 May 2008 18:18:36', '733187.76292800193')
(9684, '85.77', '1749.11', 'Sun, 25 May 2008 18:18:39', '733187.76296280872')
(9685, '85.77', '1746.27', 'Sun, 25 May 2008 18:18:42', '733187.76299744099')
(9686, '85.77', '1744.83', 'Sun, 25 May 2008 18:18:45', '733187.76303224778')
(9687, '85.77', '1743.40', 'Sun, 25 May 2008 18:18:48', '733187.76306687971')
(9688, '85.77', '1742.70', 'Sun, 25 May 2008 18:18:51', '733187.76310168742')
(9689, '85.77', '1740.56', 'Sun, 25 May 2008 18:18:54', '733187.76313631888')
(9690, '85.77', '1740.56', 'Sun, 25 May 2008 18:18:57', '733187.76317112648')
(9691, '85.77', '1741.28', 'Sun, 25 May 2008 18:19:00', '733187.76320575841')
(9692, '85.77', '1742.70', 'Sun, 25 May 2008 18:19:03', '733187.76324056485')
(9693, '85.77', '1742.70', 'Sun, 25 May 2008 18:19:06', '733187.76327538269')
(9694, '85.55', '1746.03', 'Sun, 25 May 2008 18:19:09', '733187.76331000414')
(9695, '85.77', '1748.41', 'Sun, 25 May 2008 18:19:12', '733187.76334482164')
(9696, '85.55', '1748.89', 'Sun, 25 May 2008 18:19:15', '733187.76337944344')
(9697, '85.55', '1750.32', 'Sun, 25 May 2008 18:19:18', '733187.76341426081')
(9698, '85.55', '1746.75', 'Sun, 25 May 2008 18:19:21', '733187.76344888215')
(9699, '85.55', '1741.77', 'Sun, 25 May 2008 18:19:24', '733187.76348369953')
(9700, '85.55', '1738.20', 'Sun, 25 May 2008 18:19:27', '733187.76351832168')
(9701, '85.55', '1739.62', 'Sun, 25 May 2008 18:19:30', '733187.76355313871')
(9702, '85.55', '1746.03', 'Sun, 25 May 2008 18:19:33', '733187.76358776062')
(9703, '85.55', '1751.74', 'Sun, 25 May 2008 18:19:36', '733187.76362257823')
(9704, '85.32', '1756.49', 'Sun, 25 May 2008 18:19:39', '733187.76365719980')
(9705, '85.55', '1761.03', 'Sun, 25 May 2008 18:19:42', '733187.76369200565')
(9706, '85.32', '1764.36', 'Sun, 25 May 2008 18:19:45', '733187.76372663898')
(9707, '85.32', '1767.22', 'Sun, 25 May 2008 18:19:48', '733187.76376144472')
(9708, '85.32', '1770.06', 'Sun, 25 May 2008 18:19:51', '733187.76379607874')
(9709, '85.32', '1772.92', 'Sun, 25 May 2008 18:19:54', '733187.76383088366')
(9710, '85.32', '1777.95', 'Sun, 25 May 2008 18:19:57', '733187.76386551687')
(9711, '85.32', '1782.95', 'Sun, 25 May 2008 18:20:00', '733187.76390032249')
(9712, '85.32', '1785.11', 'Sun, 25 May 2008 18:20:03', '733187.76393495582')
(9713, '85.10', '1786.32', 'Sun, 25 May 2008 18:20:06', '733187.76396976167')
(9714, '85.10', '1784.17', 'Sun, 25 May 2008 18:20:09', '733187.76400439511')
(9715, '85.10', '1783.45', 'Sun, 25 May 2008 18:20:12', '733187.76403920085')
(9716, '85.10', '1784.17', 'Sun, 25 May 2008 18:20:15', '733187.76407383417')
(9717, '85.10', '1784.17', 'Sun, 25 May 2008 18:20:18', '733187.76410863968')
(9718, '85.10', '1784.89', 'Sun, 25 May 2008 18:20:21', '733187.76414327347')
(9719, '85.10', '1784.89', 'Sun, 25 May 2008 18:20:24', '733187.76417807885')
(9720, '85.10', '1784.17', 'Sun, 25 May 2008 18:20:27', '733187.76421271253')
(9721, '85.10', '1784.89', 'Sun, 25 May 2008 18:20:30', '733187.76424751803')
(9722, '85.10', '1784.89', 'Sun, 25 May 2008 18:20:33', '733187.76428215147')
(9723, '84.87', '1783.92', 'Sun, 25 May 2008 18:20:36', '733187.76431695931')
(9724, '84.87', '1783.92', 'Sun, 25 May 2008 18:20:39', '733187.76435177599')
(9725, '84.87', '1783.20', 'Sun, 25 May 2008 18:20:42', '733187.76438639616')
(9726, '84.87', '1783.20', 'Sun, 25 May 2008 18:20:45', '733187.76442120306')
(9727, '84.87', '1782.50', 'Sun, 25 May 2008 18:20:48', '733187.76445583487')
(9728, '84.87', '1782.50', 'Sun, 25 May 2008 18:20:51', '733187.76449064235')
(9729, '84.87', '1781.78', 'Sun, 25 May 2008 18:20:54', '733187.76452527405')
(9730, '84.87', '1782.50', 'Sun, 25 May 2008 18:20:57', '733187.76456008141')
(9731, '84.87', '1781.78', 'Sun, 25 May 2008 18:21:00', '733187.76459471346')
(9732, '84.65', '1781.55', 'Sun, 25 May 2008 18:21:03', '733187.76462952036')
(9733, '84.65', '1780.83', 'Sun, 25 May 2008 18:21:06', '733187.76466415287')
(9734, '84.65', '1779.40', 'Sun, 25 May 2008 18:21:09', '733187.76469895965')
(9735, '84.65', '1779.40', 'Sun, 25 May 2008 18:21:12', '733187.76473359182')
(9736, '84.65', '1778.68', 'Sun, 25 May 2008 18:21:15', '733187.76476839860')
(9737, '84.65', '1778.68', 'Sun, 25 May 2008 18:21:18', '733187.76480303076')
(9738, '84.65', '1777.96', 'Sun, 25 May 2008 18:21:21', '733187.76483783824')
(9739, '84.65', '1777.26', 'Sun, 25 May 2008 18:21:24', '733187.76487246808')
(9740, '84.65', '1776.54', 'Sun, 25 May 2008 18:21:27', '733187.76490727649')
(9741, '84.65', '1774.40', 'Sun, 25 May 2008 18:21:30', '733187.76494190865')
(9742, '84.42', '1774.15', 'Sun, 25 May 2008 18:21:33', '733187.76497671555')
(9743, '84.65', '1773.68', 'Sun, 25 May 2008 18:21:36', '733187.76501134795')
(9744, '84.42', '1773.43', 'Sun, 25 May 2008 18:21:39', '733187.76504615473')
(9745, '84.42', '1772.73', 'Sun, 25 May 2008 18:21:42', '733187.76508078713')
(9746, '84.42', '1771.29', 'Sun, 25 May 2008 18:21:45', '733187.76511559391')
(9747, '84.42', '1770.57', 'Sun, 25 May 2008 18:21:48', '733187.76515021420')
(9748, '84.42', '1769.86', 'Sun, 25 May 2008 18:21:52', '733187.76518520282')
(9749, '84.42', '1769.14', 'Sun, 25 May 2008 18:21:54', '733187.76521965349')
(9750, '84.42', '1769.86', 'Sun, 25 May 2008 18:21:57', '733187.76525447238')
(9751, '84.42', '1769.14', 'Sun, 25 May 2008 18:22:00', '733187.76528909279')
(9752, '84.42', '1769.14', 'Sun, 25 May 2008 18:22:03', '733187.76532391121')
(9753, '84.42', '1769.86', 'Sun, 25 May 2008 18:22:06', '733187.76535853220')
(9754, '84.20', '1771.07', 'Sun, 25 May 2008 18:22:09', '733187.76539335051')
(9755, '84.20', '1771.77', 'Sun, 25 May 2008 18:22:12', '733187.76542815578')
(9756, '84.42', '1771.29', 'Sun, 25 May 2008 18:22:15', '733187.76546278922')
(9757, '84.20', '1768.21', 'Sun, 25 May 2008 18:22:18', '733187.76549759472')
(9758, '84.20', '1767.49', 'Sun, 25 May 2008 18:22:21', '733187.76553222851')
(9759, '84.20', '1766.05', 'Sun, 25 May 2008 18:22:24', '733187.76556703378')
(9760, '84.20', '1767.49', 'Sun, 25 May 2008 18:22:27', '733187.76560166746')
(9761, '84.20', '1766.05', 'Sun, 25 May 2008 18:22:30', '733187.76563647320')
(9762, '84.20', '1766.05', 'Sun, 25 May 2008 18:22:33', '733187.76567110652')
(9763, '84.20', '1766.05', 'Sun, 25 May 2008 18:22:36', '733187.76570591249')
(9764, '84.20', '1765.35', 'Sun, 25 May 2008 18:22:39', '733187.76574054570')
(9765, '84.20', '1763.20', 'Sun, 25 May 2008 18:22:42', '733187.76577535155')
(9766, '84.20', '1760.34', 'Sun, 25 May 2008 18:22:45', '733187.76580997324')
(9767, '84.20', '1756.78', 'Sun, 25 May 2008 18:22:48', '733187.76584479038')
(9768, '83.97', '1752.96', 'Sun, 25 May 2008 18:22:51', '733187.76587941276')
(9769, '83.97', '1750.82', 'Sun, 25 May 2008 18:22:54', '733187.76591422968')
(9770, '83.97', '1747.26', 'Sun, 25 May 2008 18:22:57', '733187.76594885194')
(9771, '83.97', '1744.41', 'Sun, 25 May 2008 18:23:00', '733187.76598366851')
(9772, '83.97', '1741.55', 'Sun, 25 May 2008 18:23:03', '733187.76601829054')
(9773, '83.97', '1738.00', 'Sun, 25 May 2008 18:23:06', '733187.76605310780')
(9774, '83.97', '1734.44', 'Sun, 25 May 2008 18:23:09', '733187.76608772925')
(9775, '83.97', '1730.88', 'Sun, 25 May 2008 18:23:12', '733187.76612254675')
(9776, '83.97', '1728.73', 'Sun, 25 May 2008 18:23:15', '733187.76615716843')
(9777, '83.97', '1726.61', 'Sun, 25 May 2008 18:23:18', '733187.76619198569')
(9778, '83.97', '1725.19', 'Sun, 25 May 2008 18:23:22', '733187.76622688805')
(9779, '83.97', '1723.77', 'Sun, 25 May 2008 18:23:24', '733187.76626142475')
(9780, '83.75', '1723.55', 'Sun, 25 May 2008 18:23:27', '733187.76629604690')
(9781, '83.75', '1726.39', 'Sun, 25 May 2008 18:23:30', '733187.76633086405')
(9782, '83.75', '1733.50', 'Sun, 25 May 2008 18:23:33', '733187.76636548585')
(9783, '83.75', '1742.04', 'Sun, 25 May 2008 18:23:36', '733187.76640030346')
(9784, '83.75', '1750.60', 'Sun, 25 May 2008 18:23:39', '733187.76643492514')
(9785, '83.75', '1757.01', 'Sun, 25 May 2008 18:23:42', '733187.76646974252')
(9786, '83.75', '1763.46', 'Sun, 25 May 2008 18:23:45', '733187.76650454907')
(9787, '83.75', '1766.32', 'Sun, 25 May 2008 18:23:48', '733187.76653916982')
(9788, '83.75', '1768.46', 'Sun, 25 May 2008 18:23:51', '733187.76657398837')
(9789, '83.75', '1769.16', 'Sun, 25 May 2008 18:23:54', '733187.76660860854')
(9790, '83.75', '1769.16', 'Sun, 25 May 2008 18:23:57', '733187.76664342720')
(9791, '83.75', '1770.60', 'Sun, 25 May 2008 18:24:00', '733187.76667804772')
(9792, '83.52', '1768.93', 'Sun, 25 May 2008 18:24:03', '733187.76671286637')
(9793, '83.52', '1769.65', 'Sun, 25 May 2008 18:24:06', '733187.76674748701')
(9794, '83.52', '1773.93', 'Sun, 25 May 2008 18:24:09', '733187.76678230544')
(9795, '83.52', '1780.38', 'Sun, 25 May 2008 18:24:12', '733187.76681692619')
(9796, '83.52', '1782.52', 'Sun, 25 May 2008 18:24:15', '733187.76685174473')
(9797, '83.52', '1781.10', 'Sun, 25 May 2008 18:24:18', '733187.76688636513')
(9798, '83.52', '1783.24', 'Sun, 25 May 2008 18:24:21', '733187.76692118414')
(9799, '83.30', '1790.91', 'Sun, 25 May 2008 18:24:24', '733187.76695580408')
(9800, '83.30', '1795.93', 'Sun, 25 May 2008 18:24:27', '733187.76699062320')
(9801, '83.52', '1797.58', 'Sun, 25 May 2008 18:24:30', '733187.76702524314')
(9802, '83.52', '1802.62', 'Sun, 25 May 2008 18:24:33', '733187.76706006203')
(9803, '83.52', '1809.09', 'Sun, 25 May 2008 18:24:36', '733187.76709486730')
(9804, '83.52', '1812.69', 'Sun, 25 May 2008 18:24:39', '733187.76712950075')
(9805, '83.30', '1814.61', 'Sun, 25 May 2008 18:24:42', '733187.76716430660')
(9806, '83.30', '1816.05', 'Sun, 25 May 2008 18:24:45', '733187.76719892840')
(9807, '83.30', '1817.49', 'Sun, 25 May 2008 18:24:48', '733187.76723374531')
(9808, '83.30', '1817.49', 'Sun, 25 May 2008 18:24:51', '733187.76726836781')
(9809, '83.30', '1818.93', 'Sun, 25 May 2008 18:24:54', '733187.76730318461')
(9810, '83.30', '1818.93', 'Sun, 25 May 2008 18:24:57', '733187.76733780676')
(9811, '83.30', '1820.37', 'Sun, 25 May 2008 18:25:00', '733187.76737262390')
(9812, '83.30', '1821.09', 'Sun, 25 May 2008 18:25:03', '733187.76740724582')
(9813, '83.30', '1821.09', 'Sun, 25 May 2008 18:25:06', '733187.76744206320')
(9814, '83.30', '1819.65', 'Sun, 25 May 2008 18:25:09', '733187.76747668500')
(9815, '83.07', '1818.70', 'Sun, 25 May 2008 18:25:12', '733187.76751150226')
(9816, '83.07', '1818.70', 'Sun, 25 May 2008 18:25:15', '733187.76754612371')
(9817, '83.07', '1817.26', 'Sun, 25 May 2008 18:25:18', '733187.76758094120')
(9818, '83.07', '1815.82', 'Sun, 25 May 2008 18:25:21', '733187.76761556289')
(9819, '83.07', '1811.50', 'Sun, 25 May 2008 18:25:24', '733187.76765037980')
(9820, '83.07', '1810.78', 'Sun, 25 May 2008 18:25:27', '733187.76768500207')
(9821, '83.07', '1811.50', 'Sun, 25 May 2008 18:25:30', '733187.76771981909')
(9822, '83.07', '1812.94', 'Sun, 25 May 2008 18:25:33', '733187.76775444101')
(9823, '83.07', '1812.22', 'Sun, 25 May 2008 18:25:36', '733187.76778925862')
(9824, '83.07', '1810.78', 'Sun, 25 May 2008 18:25:39', '733187.76782388019')
(9825, '83.07', '1805.74', 'Sun, 25 May 2008 18:25:42', '733187.76785869745')
(9826, '83.07', '1806.46', 'Sun, 25 May 2008 18:25:45', '733187.76789331925')
(9827, '83.07', '1805.74', 'Sun, 25 May 2008 18:25:48', '733187.76792812464')
(9828, '83.07', '1805.74', 'Sun, 25 May 2008 18:25:51', '733187.76796275878')
(9829, '83.07', '1805.02', 'Sun, 25 May 2008 18:25:54', '733187.76799756393')
(9830, '83.07', '1804.30', 'Sun, 25 May 2008 18:25:57', '733187.76803219761')
(9831, '83.07', '1805.74', 'Sun, 25 May 2008 18:26:00', '733187.76806700334')
(9832, '82.85', '1804.80', 'Sun, 25 May 2008 18:26:03', '733187.76810182189')
(9833, '82.85', '1801.92', 'Sun, 25 May 2008 18:26:06', '733187.76813644252')
(9834, '83.07', '1800.00', 'Sun, 25 May 2008 18:26:09', '733187.76817126060')
(9835, '82.85', '1798.34', 'Sun, 25 May 2008 18:26:12', '733187.76820588112')
(9836, '83.07', '1797.84', 'Sun, 25 May 2008 18:26:15', '733187.76824069966')
(9837, '83.07', '1794.97', 'Sun, 25 May 2008 18:26:18', '733187.76827531995')
(9838, '82.85', '1791.88', 'Sun, 25 May 2008 18:26:21', '733187.76831013907')
(9839, '82.85', '1792.60', 'Sun, 25 May 2008 18:26:24', '733187.76834475924')
(9840, '82.85', '1793.30', 'Sun, 25 May 2008 18:26:27', '733187.76837957802')
(9841, '82.85', '1793.30', 'Sun, 25 May 2008 18:26:30', '733187.76841419830')
(9842, '82.85', '1796.90', 'Sun, 25 May 2008 18:26:33', '733187.76844901708')
(9843, '82.85', '1796.90', 'Sun, 25 May 2008 18:26:36', '733187.76848363783')
(9844, '82.85', '1795.46', 'Sun, 25 May 2008 18:26:39', '733187.76851845626')
(9845, '82.85', '1793.30', 'Sun, 25 May 2008 18:26:42', '733187.76855307678')
(9846, '82.85', '1791.16', 'Sun, 25 May 2008 18:26:45', '733187.76858788391')
(9847, '82.85', '1787.58', 'Sun, 25 May 2008 18:26:48', '733187.76862251572')
(9848, '82.85', '1783.27', 'Sun, 25 May 2008 18:26:51', '733187.76865732321')
(9849, '82.85', '1778.97', 'Sun, 25 May 2008 18:26:54', '733187.76869195455')
(9850, '82.85', '1773.97', 'Sun, 25 May 2008 18:26:57', '733187.76872676215')
(9851, '82.85', '1770.39', 'Sun, 25 May 2008 18:27:00', '733187.76876139361')
(9852, '82.85', '1766.80', 'Sun, 25 May 2008 18:27:03', '733187.76879620075')
(9853, '82.85', '1762.52', 'Sun, 25 May 2008 18:27:06', '733187.76883083291')
(9854, '82.62', '1757.98', 'Sun, 25 May 2008 18:27:09', '733187.76886563993')
(9855, '82.62', '1753.72', 'Sun, 25 May 2008 18:27:12', '733187.76890027209')
(9856, '82.85', '1749.67', 'Sun, 25 May 2008 18:27:15', '733187.76893507910')
(9857, '82.62', '1745.87', 'Sun, 25 May 2008 18:27:18', '733187.76896971092')
(9858, '82.62', '1743.73', 'Sun, 25 May 2008 18:27:21', '733187.76900451852')
(9859, '82.62', '1742.31', 'Sun, 25 May 2008 18:27:24', '733187.76903915009')
(9860, '82.62', '1740.16', 'Sun, 25 May 2008 18:27:27', '733187.76907395734')
(9861, '82.62', '1739.46', 'Sun, 25 May 2008 18:27:30', '733187.76910858916')
(9862, '82.62', '1739.46', 'Sun, 25 May 2008 18:27:33', '733187.76914339641')
(9863, '82.62', '1743.01', 'Sun, 25 May 2008 18:27:36', '733187.76917821402')
(9864, '82.62', '1746.57', 'Sun, 25 May 2008 18:27:39', '733187.76921283524')
(9865, '82.62', '1749.43', 'Sun, 25 May 2008 18:27:42', '733187.76924765238')
(9866, '82.62', '1748.71', 'Sun, 25 May 2008 18:27:45', '733187.76928227430')
(9867, '82.62', '1746.57', 'Sun, 25 May 2008 18:27:48', '733187.76931707968')
(9868, '82.62', '1743.73', 'Sun, 25 May 2008 18:27:52', '733187.76935198286')
(9869, '82.62', '1741.59', 'Sun, 25 May 2008 18:27:54', '733187.76938651886')
(9870, '82.62', '1738.74', 'Sun, 25 May 2008 18:27:57', '733187.76942115265')
(9871, '82.62', '1735.90', 'Sun, 25 May 2008 18:28:00', '733187.76945595816')
(9872, '82.62', '1734.48', 'Sun, 25 May 2008 18:28:03', '733187.76949059148')
(9873, '82.40', '1734.24', 'Sun, 25 May 2008 18:28:06', '733187.76952539769')
(9874, '82.62', '1736.60', 'Sun, 25 May 2008 18:28:09', '733187.76956003078')
(9875, '82.40', '1739.95', 'Sun, 25 May 2008 18:28:12', '733187.76959483663')
(9876, '82.40', '1742.09', 'Sun, 25 May 2008 18:28:15', '733187.76962946996')
(9877, '82.62', '1743.73', 'Sun, 25 May 2008 18:28:18', '733187.76966427546')
(9878, '82.40', '1740.65', 'Sun, 25 May 2008 18:28:21', '733187.76969890960')
(9879, '82.40', '1738.53', 'Sun, 25 May 2008 18:28:24', '733187.76973371417')
(9880, '82.40', '1739.23', 'Sun, 25 May 2008 18:28:27', '733187.76976834831')
(9881, '82.40', '1744.21', 'Sun, 25 May 2008 18:28:30', '733187.76980315335')
(9882, '82.40', '1749.20', 'Sun, 25 May 2008 18:28:33', '733187.76983778714')
(9883, '82.40', '1749.92', 'Sun, 25 May 2008 18:28:36', '733187.76987259265')
(9884, '82.40', '1749.20', 'Sun, 25 May 2008 18:28:39', '733187.76990721433')
(9885, '82.40', '1752.06', 'Sun, 25 May 2008 18:28:42', '733187.76994203182')
(9886, '82.40', '1759.91', 'Sun, 25 May 2008 18:28:45', '733187.76997665362')
(9887, '82.17', '1765.38', 'Sun, 25 May 2008 18:28:48', '733187.77001147065')
(9888, '82.40', '1770.64', 'Sun, 25 May 2008 18:28:52', '733187.77004645276')
(9889, '82.40', '1772.78', 'Sun, 25 May 2008 18:28:54', '733187.77008090995')
(9890, '82.17', '1775.41', 'Sun, 25 May 2008 18:28:57', '733187.77011553198')
(9891, '82.17', '1777.55', 'Sun, 25 May 2008 18:29:00', '733187.77015034913')
(9892, '82.17', '1778.27', 'Sun, 25 May 2008 18:29:03', '733187.77018497093')
(9893, '82.17', '1780.41', 'Sun, 25 May 2008 18:29:06', '733187.77021978854')
(9894, '82.17', '1781.85', 'Sun, 25 May 2008 18:29:09', '733187.77025459521')
(9895, '82.17', '1782.55', 'Sun, 25 May 2008 18:29:12', '733187.77028922772')
(9896, '82.40', '1783.53', 'Sun, 25 May 2008 18:29:15', '733187.77032403403')
(9897, '82.17', '1783.27', 'Sun, 25 May 2008 18:29:18', '733187.77035866596')
(9898, '82.17', '1781.85', 'Sun, 25 May 2008 18:29:21', '733187.77039347345')
(9899, '82.17', '1780.41', 'Sun, 25 May 2008 18:29:25', '733187.77042829001')
(9900, '82.17', '1779.69', 'Sun, 25 May 2008 18:29:27', '733187.77046291227')
(9901, '82.17', '1778.99', 'Sun, 25 May 2008 18:29:31', '733187.77049772930')
(9902, '82.17', '1778.99', 'Sun, 25 May 2008 18:29:34', '733187.77053253632')
(9903, '82.17', '1778.99', 'Sun, 25 May 2008 18:29:37', '733187.77056735393')
(9904, '82.17', '1779.69', 'Sun, 25 May 2008 18:29:40', '733187.77060197550')
(9905, '82.17', '1778.27', 'Sun, 25 May 2008 18:29:43', '733187.77063678147')
(9906, '81.95', '1777.32', 'Sun, 25 May 2008 18:29:46', '733187.77067160001')
(9907, '81.95', '1778.04', 'Sun, 25 May 2008 18:29:49', '733187.77070640540')
(9908, '82.17', '1780.41', 'Sun, 25 May 2008 18:29:52', '733187.77074103930')
(9909, '81.95', '1780.20', 'Sun, 25 May 2008 18:29:55', '733187.77077584493')
(9910, '81.95', '1779.48', 'Sun, 25 May 2008 18:29:58', '733187.77081066428')
(9911, '81.95', '1778.76', 'Sun, 25 May 2008 18:30:01', '733187.77084546932')
(9912, '81.95', '1778.04', 'Sun, 25 May 2008 18:30:04', '733187.77088028810')
(9913, '81.95', '1775.89', 'Sun, 25 May 2008 18:30:07', '733187.77091490803')
(9914, '82.17', '1771.83', 'Sun, 25 May 2008 18:30:10', '733187.77094972646')
(9915, '82.17', '1768.24', 'Sun, 25 May 2008 18:30:13', '733187.77098453243')
(9916, '82.17', '1765.38', 'Sun, 25 May 2008 18:30:16', '733187.77101935097')
(9917, '82.17', '1762.54', 'Sun, 25 May 2008 18:30:19', '733187.77105415647')
(9918, '82.17', '1761.10', 'Sun, 25 May 2008 18:30:22', '733187.77108879038')
(9919, '82.17', '1758.24', 'Sun, 25 May 2008 18:30:25', '733187.77112359565')
(9920, '82.17', '1756.81', 'Sun, 25 May 2008 18:30:28', '733187.77115841408')
(9921, '82.40', '1754.20', 'Sun, 25 May 2008 18:30:31', '733187.77119321981')
(9922, '82.17', '1751.11', 'Sun, 25 May 2008 18:30:34', '733187.77122785349')
(9923, '82.40', '1749.92', 'Sun, 25 May 2008 18:30:37', '733187.77126265934')
(9924, '82.40', '1751.34', 'Sun, 25 May 2008 18:30:40', '733187.77129728126')
(9925, '82.40', '1752.76', 'Sun, 25 May 2008 18:30:43', '733187.77133209864')
(9926, '82.40', '1751.34', 'Sun, 25 May 2008 18:30:46', '733187.77136672020')
(9927, '82.40', '1751.34', 'Sun, 25 May 2008 18:30:49', '733187.77140153723')
(9928, '82.40', '1747.08', 'Sun, 25 May 2008 18:30:52', '733187.77143615915')
(9929, '82.40', '1748.50', 'Sun, 25 May 2008 18:30:55', '733187.77147097618')
(9930, '82.40', '1752.76', 'Sun, 25 May 2008 18:30:58', '733187.77150559798')
(9931, '82.62', '1760.85', 'Sun, 25 May 2008 18:31:01', '733187.77154041524')
(9932, '82.62', '1768.71', 'Sun, 25 May 2008 18:31:04', '733187.77157503704')
(9933, '82.62', '1773.00', 'Sun, 25 May 2008 18:31:07', '733187.77160985465')
(9934, '82.62', '1775.86', 'Sun, 25 May 2008 18:31:10', '733187.77164447622')
(9935, '82.62', '1780.16', 'Sun, 25 May 2008 18:31:13', '733187.77167929371')
(9936, '82.85', '1784.70', 'Sun, 25 May 2008 18:31:16', '733187.77171391551')
(9937, '82.85', '1790.44', 'Sun, 25 May 2008 18:31:19', '733187.77174873336')
(9938, '82.85', '1797.62', 'Sun, 25 May 2008 18:31:22', '733187.77178335469')
(9939, '82.85', '1799.04', 'Sun, 25 May 2008 18:31:25', '733187.77181817207')
(9940, '83.07', '1802.16', 'Sun, 25 May 2008 18:31:28', '733187.77185279375')
(9941, '83.07', '1802.16', 'Sun, 25 May 2008 18:31:31', '733187.77188761102')
(9942, '83.07', '1802.16', 'Sun, 25 May 2008 18:31:34', '733187.77192241757')
(9943, '83.07', '1803.60', 'Sun, 25 May 2008 18:31:37', '733187.77195703855')
(9944, '83.30', '1803.83', 'Sun, 25 May 2008 18:31:40', '733187.77199185651')
(9945, '83.30', '1805.27', 'Sun, 25 May 2008 18:31:43', '733187.77202647738')
(9946, '83.52', '1806.21', 'Sun, 25 May 2008 18:31:46', '733187.77206129569')
(9947, '83.52', '1805.49', 'Sun, 25 May 2008 18:31:49', '733187.77209591656')
(9948, '83.52', '1805.49', 'Sun, 25 May 2008 18:31:52', '733187.77213073510')
(9949, '83.52', '1804.77', 'Sun, 25 May 2008 18:31:55', '733187.77216535562')
(9950, '83.52', '1803.34', 'Sun, 25 May 2008 18:31:58', '733187.77220017393')
(9951, '83.52', '1802.62', 'Sun, 25 May 2008 18:32:01', '733187.77223479480')
(9952, '83.75', '1802.14', 'Sun, 25 May 2008 18:32:04', '733187.77226961323')
